ShipmentID,Origin,Destination,WeightKG,DistanceKM,DeliveryStatus,ShipmentDate,DeliveryDate,Carrier,CostUSD,ServiceType,Priority
69c9c7ae-e65b-4ca7-af1f-30412722e4e9,New Marychester,Port Zachary,291.7,12346.5,In Transit,2024-08-03,,UPS,165998.52,Standard,Low
7be278ff-c73f-4936-aa1e-3d5d0def415d,Tarafort,Georgeville,247.48,5372.4,Delayed,2025-03-04,,UPS,61334.55,Express,Medium
76d1a2ac-873d-4e4f-b90d-c52f7b93e87c,Port Robinburgh,Port Tracy,634.68,11697.8,Delayed,2024-11-16,,Royal Mail,267985.47,Express,Low
978f57cc-6fb7-4ebc-b8de-fe9910fbe0fd,Jamesbury,East Johntown,969.36,5479.4,Cancelled,2025-06-19,,Royal Mail,208102.27,Overnight,Medium
c583e691-d399-46ae-86ac-98897ac5d99e,South Jeremystad,East Meganchester,522.78,7119.3,Delayed,2025-04-26,,Starlinks Express,62941.42,Overnight,Medium
b540e470-9b9b-46bf-9ccf-476290de064f,West Melissaville,Marvinbury,37.64,7609.0,Delivered,2024-08-04,2024-08-04,DHL,11044.79,Same Day,Medium
503567bd-61f9-41d4-a891-cb6d8d7557c8,Port Miguel,Rhodesview,790.02,4667.3,Delayed,2025-03-27,,DHL,138788.64,Standard,High
26ece4f5-843e-45d3-be1f-00f15596e7b2,East Monicaburgh,Lake Thomas,586.48,12198.2,Delayed,2024-07-06,,FedEx,289745.34,Same Day,Medium
6b33309f-187e-4dad-9bdd-9c1f6e116cd1,Millsville,Port Paulchester,486.59,4664.4,Delivered,2024-08-28,2024-08-28,Royal Mail,95755.05,Standard,Low
f1c1bd62-bb4a-4ed9-beaf-2fa4fbe5f7ee,North Jacquelinefort,Whiteport,35.3,4497.4,Delivered,2024-07-22,2024-07-22,Royal Mail,3465.16,Express,High
9a520a9e-7b08-46a6-9ddd-695948df66bd,East Crystal,Richardtown,623.68,12375.2,Delayed,2025-04-24,,UPS,218936.6,Overnight,Medium
382a95cf-a54c-4ad2-881b-d55d9cd6a46c,East Robertbury,North Lisamouth,627.81,13370.9,Delivered,2025-05-26,2025-05-26,Royal Mail,282508.0,Standard,Medium
e2935b5d-2415-49ba-9551-a32b58c5fe3a,Alexanderbury,Lake Theresa,780.97,1419.4,Cancelled,2024-11-20,,Royal Mail,16590.34,Same Day,Medium
ee4d1179-a68d-488c-8968-facbfc1bbe53,North Katherine,Jacquelinestad,586.99,6376.8,Cancelled,2024-07-13,,Royal Mail,89207.05,Standard,High
7bc1b560-1941-474c-9e1c-6b84e077019b,East Micheal,South Jeffery,801.44,3266.1,In Transit,2024-09-15,,Starlinks Express,93318.64,Express,High
99bc5b29-d82d-4274-b25c-0288460c5ec0,Bowmanborough,Ryantown,844.37,11316.4,In Transit,2025-02-24,,DHL,196747.49,Standard,Medium
05b8698b-ad57-4b6d-b8b7-69679a90840e,Nancyville,Bellville,557.33,8128.3,Delayed,2025-01-17,,UPS,105813.46,Same Day,Medium
d7d1a438-38a1-4ea4-baf2-0e46af9b1432,New Jennifer,Vanceberg,171.75,4533.4,Delivered,2024-10-10,2024-10-10,Starlinks Express,16082.23,Express,High
fe846240-16c3-4f58-8d3a-c4c1352f6df1,Hayesburgh,Carterborough,832.97,5120.1,Delivered,2024-10-18,2024-10-18,Royal Mail,126011.46,Overnight,High
a145d056-19df-4a90-9bae-9a098a68cd97,Alexhaven,East Robert,306.75,5709.6,Delivered,2024-09-06,2024-09-06,FedEx,45438.19,Express,High
4e18fb66-b2fd-4e1c-b622-c71c4953dde1,Chelseashire,Lake Jessicaton,977.6,12535.1,In Transit,2025-06-21,,FedEx,355661.8,Express,Medium
6d7c62d4-2ce7-485e-98fe-de0b56591f78,Phillipsstad,New Charlesmouth,0.77,891.7,Delivered,2025-03-03,2025-03-03,DHL,25.91,Same Day,Medium
43807b51-e7dd-494c-bca2-53741cf1e31f,Kellymouth,Mossberg,641.71,12232.1,Delayed,2024-12-05,,Royal Mail,174362.53,Standard,Medium
4a8eea68-1f14-44dc-a2ff-c087b01d3425,Donnaside,Shellytown,706.39,10626.4,Delayed,2024-07-29,,UPS,209124.46,Overnight,High
dcedefb7-ecac-48e6-9a8a-9f4630975771,Port Michaelhaven,Port Bruce,214.23,14171.9,In Transit,2024-12-21,,UPS,109717.76,Express,Medium
4a3cf5c1-a65b-47da-98ae-3138f42eb339,Linchester,Robertsfort,524.54,3087.5,Delivered,2025-02-24,2025-02-24,DHL,48231.72,Same Day,Low
8236fdf0-5f02-4d64-9ebd-4c46705cf043,East Seth,Port Kennethbury,89.2,12523.7,Delivered,2024-11-07,2024-11-07,UPS,23526.86,Overnight,High
d4b0ea61-92e1-45b7-b6c2-520e30aeb187,South Cassandraville,Ericside,356.79,6381.5,Cancelled,2025-01-08,,Starlinks Express,59082.64,Overnight,High
ac4eef56-dbf6-4083-bfca-4678dd4c3a77,Phillipsbury,Ingramside,585.09,148.6,In Transit,2025-07-01,,Royal Mail,1232.67,Express,High
e1dde080-6764-4ac0-9cef-e939f2473ffa,Lake Jesseton,New Wendy,518.6,8379.1,Cancelled,2024-11-01,,Royal Mail,141454.42,Standard,Low
619d8986-5138-4d11-8e63-defc2b4d0734,New Timothy,Riveraton,595.51,8864.4,In Transit,2024-11-04,,DHL,77734.76,Express,Low
c522a15b-c391-45c3-b586-dbfdf8013c02,Poolemouth,East Charlesville,289.91,13732.8,Delayed,2025-01-05,,FedEx,142303.83,Standard,High
88a2a6d8-04ac-417b-a431-13f44c165c51,Michaelfort,Cantrellfurt,705.69,99.5,Cancelled,2024-07-28,,Starlinks Express,1436.19,Overnight,High
67618476-8be7-4104-91b1-9d2c5e8cdfc9,Debraville,Port Sherylstad,339.22,153.9,Cancelled,2025-05-29,,Royal Mail,1483.14,Overnight,High
a6e358e8-f053-4323-a453-bd79a2a1798c,Ballmouth,West James,188.32,13413.0,In Transit,2025-06-20,,FedEx,110250.8,Same Day,Medium
c988a257-c16f-49f3-9310-095cf136a234,West Caitlinmouth,Melissafort,587.71,12834.6,Cancelled,2024-10-21,,FedEx,92490.47,Same Day,High
0983061b-1c26-41fb-bba9-d63d908dc54d,West Tammyville,West Jeffreyfurt,739.32,9245.5,Delayed,2024-07-18,,UPS,209975.07,Same Day,High
fe8a0d69-f445-4520-ae90-94bd1edc78fc,Patriciaburgh,Kleinville,763.38,4642.0,Delayed,2024-09-12,,Royal Mail,129286.83,Same Day,Low
201e129d-1941-47ab-a201-dee290def31a,North Elizabethfort,Douglasview,544.58,14599.7,Cancelled,2024-09-02,,FedEx,328014.77,Standard,Medium
f3366461-199a-44aa-a962-24a63f0afa92,Amyport,Allenfurt,308.51,11836.5,Delivered,2025-06-21,2025-06-21,Starlinks Express,143457.58,Standard,Low
4b473cf5-c659-4ef3-a3e8-301ba63e81d4,West Joseph,Michaelton,408.71,11972.2,Delivered,2024-10-02,2024-10-02,Starlinks Express,196369.31,Express,Low
e079df51-30b8-4606-8381-7d7b44e572fa,Parkerview,Bellfort,547.99,4227.7,Delivered,2024-10-25,2024-10-25,Starlinks Express,37560.51,Overnight,Medium
373ca6c5-d33d-459b-8048-888fbe6ec5d8,Lake Cory,Annland,855.01,1611.0,In Transit,2024-08-09,,Starlinks Express,61406.02,Same Day,Low
44f0974e-2be3-484e-aeaa-8f7a8142ac64,South Caleb,West Meredithport,749.81,7000.3,Cancelled,2024-08-29,,UPS,65519.84,Express,Low
aa2fd730-66dd-4104-9f75-bd522da42147,West Darius,Lisaport,714.62,6104.2,Cancelled,2024-11-09,,Royal Mail,172373.4,Standard,Low
97788c1d-58d2-4ab9-be6c-f985ffdeb1aa,Smithport,Brownfort,873.95,2203.5,In Transit,2024-07-31,,FedEx,71059.49,Standard,Low
487ebd38-237a-4c74-84c9-2c64838ad1e9,Audreyborough,Robinborough,834.03,14271.5,Delayed,2025-01-02,,DHL,390968.15,Express,Low
0030aef6-2ac0-49c2-8247-d1c477dfe8ba,South Kaylashire,West Daleton,394.94,3302.4,Cancelled,2024-12-04,,UPS,47332.06,Express,High
7d2ba772-9117-4771-8795-6487cf1f9030,Lake Danaborough,Tiffanytown,613.22,10960.2,In Transit,2024-11-01,,Royal Mail,84582.97,Express,Low
3e3cb2b5-56c7-45ca-99d0-4e7403651f07,South Pamelabury,Stephaniefurt,499.92,11938.1,In Transit,2025-03-05,,Starlinks Express,202072.68,Same Day,High
26fd5e71-88e0-484c-a02e-330de4928266,Karaburgh,Port Daniel,871.7,11289.4,Delayed,2025-01-06,,Royal Mail,284935.0,Standard,Medium
53886899-5681-4359-8a2c-78454b15135d,East Alexisberg,Millschester,392.74,10706.5,Delayed,2024-12-17,,UPS,185690.12,Overnight,Medium
8998ca59-73b9-4368-9012-c28111a2806d,Johnsonmouth,East Kathleen,309.37,11718.8,In Transit,2025-03-01,,FedEx,109925.02,Same Day,High
c11636a5-32c0-4c2a-9c66-8d0ecddd6d8a,Bryanland,Port Kyleport,222.73,12765.3,In Transit,2025-01-07,,DHL,34647.39,Standard,Low
1601ab94-1672-4b0e-883e-d03600a608ac,Reedside,Spearsmouth,28.44,2127.6,Cancelled,2025-06-02,,Starlinks Express,2548.6,Overnight,High
df1e1d5c-f703-44cb-83e9-7ec292e6db5e,North Carmenborough,Pamelachester,666.24,5392.7,Delivered,2025-03-17,2025-03-17,Royal Mail,60351.45,Standard,Medium
c511b51f-6c67-4839-9aa2-b46bfbbfc1de,Robinview,Rodriguezland,329.98,4455.2,Delayed,2024-10-31,,UPS,30822.35,Overnight,High
447a6796-75c5-4d4d-b9e2-25cc5fbf94b0,Juanchester,Loganland,710.17,11113.6,Cancelled,2025-04-11,,Royal Mail,298802.42,Standard,Medium
d2ab68f3-e76a-4fdb-82f5-53c2ad740bbf,New Margaretbury,North Deanberg,400.8,6677.7,Cancelled,2025-06-05,,DHL,124239.56,Same Day,High
e93f5584-1c2b-4ef7-8950-8523136f50d4,West Rachelmouth,West Marie,123.07,4679.8,Cancelled,2024-08-21,,FedEx,17888.49,Express,Medium
62beb20d-c268-499e-9a9b-c89aea8357b4,Jasonmouth,Donaldton,388.67,10696.8,Delayed,2024-12-19,,FedEx,173697.73,Same Day,High
7a926d0e-a4b0-4e46-bf57-5ea38c34bbae,Guerrerohaven,West Tina,82.72,1694.4,Delivered,2025-04-20,2025-04-20,UPS,5748.47,Overnight,Medium
f306fc1c-b5d7-407d-b6df-a3750f5723d5,East Joshua,North Normanmouth,99.62,470.9,Cancelled,2025-04-06,,Starlinks Express,1070.66,Same Day,High
7a8b3943-1982-441d-a371-73a8114551a5,Lake Jeremy,Laurachester,985.61,3893.4,In Transit,2024-10-20,,Starlinks Express,138259.88,Express,Low
ed172684-ab2f-40fa-81d5-79b8fc2e55c7,East Jason,New Katelyn,427.58,9997.3,Cancelled,2024-09-02,,DHL,181545.99,Same Day,High
48cdde95-703e-4a4b-8765-8a2c16f682b3,North Taylor,Lake Justinland,37.72,7740.0,In Transit,2025-04-01,,DHL,5876.1,Express,Low
a867712f-c3b4-4992-934e-70e1fd9e07ec,Debbiebury,North Kimberlyborough,186.16,9679.7,In Transit,2025-04-02,,Starlinks Express,28111.22,Overnight,High
1bc3c23d-1162-4b0f-9199-3ca49e8d822f,Lake Vincentville,Hamiltonton,635.27,9854.9,Delayed,2025-05-08,,Starlinks Express,170492.54,Express,High
4284d8c4-3cdd-426e-b7bb-b0d12712af4d,Marissaland,Piercemouth,28.43,8570.5,Cancelled,2025-02-15,,Starlinks Express,10729.0,Same Day,Low
dd6e0509-96fd-4030-97a3-d6596b7b4e55,South Hannah,Alicefurt,341.97,10181.9,Delivered,2024-07-14,2024-07-14,Royal Mail,139443.04,Standard,Medium
ced6baeb-1be2-4cc1-a7f2-ed1d83ecbd3d,Hannahville,Deckershire,65.1,12745.0,Delivered,2025-02-01,2025-02-01,DHL,23530.67,Same Day,Medium
0300ba51-d1f8-4815-98f8-ada5ec1dad6b,West Sylviaville,East Justinland,547.74,1917.9,Cancelled,2024-12-03,,Royal Mail,36565.87,Overnight,High
e9a2d1bc-189b-454a-94e6-3446abdccd27,East Robertview,South Ericview,30.32,14424.9,Cancelled,2025-06-29,,UPS,16419.19,Express,Medium
779ba4a6-ffd3-4146-a004-696ebdd6b8ef,New Cheryl,South Caleb,556.18,3941.2,Delayed,2024-07-25,,DHL,68852.41,Express,High
31d286af-4260-4bb7-93ed-a188ea92b3da,Jasonview,New Kimberly,456.1,14667.6,Cancelled,2024-10-06,,Royal Mail,168637.6,Standard,Low
e4c864cf-108c-44b7-b4d5-10e94fe49ae3,Lunaland,Port Justin,174.75,2624.5,Delivered,2024-10-03,2024-10-03,DHL,12679.26,Same Day,High
4b6d5433-6b34-4801-830a-4f21264ecacf,Samanthaland,Loganborough,121.0,2505.6,Cancelled,2024-11-23,,DHL,12624.86,Standard,Low
b146aa33-3088-43dd-a5fa-61690b64d172,Huntmouth,Matthewfurt,329.36,1384.4,Delayed,2025-06-09,,DHL,13384.55,Overnight,High
5a383a2c-e3b0-4cb4-8b87-d2c82be8d975,East Kayla,East David,943.16,9323.7,Delivered,2024-10-21,2024-10-21,Royal Mail,290702.34,Express,High
656f82bf-e9c7-4401-a0be-34e9b977265f,Ewingchester,Homouth,482.64,7158.5,Delivered,2025-01-05,2025-01-05,DHL,58792.71,Standard,High
58cb96bf-cb31-415e-aad8-06273f530a25,East Mary,Reyesburgh,441.24,9506.5,Delayed,2024-08-28,,Royal Mail,121332.43,Same Day,High
c66c2bab-6d30-4c5b-adb4-b79b3b88c421,Dawntown,New Eileen,501.81,6016.6,Delivered,2025-04-13,2025-04-13,DHL,138568.79,Overnight,High
6535ac31-e600-46d8-91fd-a09ad45bb104,Tinahaven,Olivermouth,209.52,3732.5,Cancelled,2025-03-07,,FedEx,22193.32,Express,High
aec80ee8-0c81-4028-8a7c-8c0126f0187e,Riceview,East Timothyside,886.47,2605.6,In Transit,2024-09-21,,UPS,103847.74,Same Day,High
67445d6a-e0fe-4f15-844f-f85c3c879b18,Amandaville,North Juanborough,48.26,9990.7,Delivered,2024-07-31,2024-07-31,UPS,20599.24,Overnight,Low
170529cc-68d7-4562-b74c-41b1a80653cc,Perezborough,New Robertland,177.74,12587.2,Delivered,2025-01-20,2025-01-20,Starlinks Express,61475.3,Express,High
1696e083-3cd8-473b-8262-fb7f20002cd4,Lake Lee,Ellisonfort,334.61,10200.1,Delivered,2024-08-24,2024-08-24,FedEx,84607.3,Standard,Low
1818801e-ef73-42cf-8613-f163600ee20d,Hillport,North Tamara,855.52,1384.7,Delivered,2025-03-17,2025-03-17,FedEx,47461.15,Standard,Medium
693b80b1-e84a-4d5d-ac83-c32b91d29107,East Jeffrey,West Bethany,176.78,13892.0,In Transit,2025-02-13,,FedEx,115122.48,Express,Medium
8c89e891-9fee-4ee0-9cc7-4229099cd16e,Katieshire,Drewshire,469.56,2447.4,Delivered,2024-08-28,2024-08-28,Starlinks Express,17492.27,Overnight,High
b6f458c0-71ca-40ab-8e97-07f9d08a93a2,Graceburgh,South Michael,259.99,3203.5,Delivered,2024-12-28,2024-12-28,UPS,25964.15,Overnight,Medium
e988aa22-79ae-4ecb-a218-19260afd3e5d,Port Gregorymouth,Fitzgeraldbury,452.81,14439.2,Delayed,2025-06-07,,UPS,321069.06,Overnight,Low
eb499d29-c3ed-4257-bbb7-6f631fb5b685,Taylorview,Murphybury,655.02,14373.5,Cancelled,2024-07-25,,DHL,325215.08,Overnight,High
2d86ce02-de22-4dc3-912f-d49ad787ae7d,New Jerrychester,Wilsonton,271.88,11886.8,In Transit,2025-04-17,,DHL,122657.82,Standard,Low
09e8f521-3358-4a9b-96c0-670651a66d5b,Connorland,Stephanieberg,80.45,8344.1,In Transit,2024-08-19,,FedEx,8392.05,Express,Medium
398007f4-8176-41ee-960a-50aa51a7ffc1,Jacksonstad,Maryville,632.35,3836.9,In Transit,2025-02-17,,UPS,59592.85,Express,Medium
249727ad-8e43-42df-bb3d-fd1450e98da0,Port Victoriachester,Reginaldbury,543.59,10558.1,In Transit,2024-07-25,,DHL,111851.02,Overnight,Low
0aa2bf5b-c5f7-4e07-9b1b-77f5affb68ee,North Cassandra,Lake Sarahchester,238.68,5077.5,Delayed,2024-07-20,,UPS,58294.76,Standard,Medium
bf20410d-a828-4628-a4b2-f6908de58aad,East Peterview,New Lance,647.24,9287.5,Delayed,2024-12-31,,UPS,123186.03,Same Day,Low
75ade1b1-d4b9-48b7-aaac-eaa61308614d,Port Daniel,Lake Kiara,865.43,355.5,Delivered,2024-07-20,2024-07-20,FedEx,14592.33,Standard,Medium
bd31add4-ede5-441d-a941-e3a124d0b199,Brownchester,New Annchester,99.66,4437.4,Delayed,2024-12-28,,Starlinks Express,12754.98,Express,Medium
e3f755e8-3a88-4a77-a037-174c0f3833f2,Valerieport,Angelafort,798.42,2573.4,Delayed,2024-10-14,,FedEx,91138.92,Express,Medium
0687b600-a406-4238-a484-a0032b33e77d,North Samantha,North Dianahaven,151.04,1249.4,Delivered,2025-02-12,2025-02-12,DHL,5548.39,Same Day,High
c951c2b9-61a8-453b-8b08-97ea8c65e209,Lawrenceborough,South Gary,290.3,13310.0,Delivered,2025-05-23,2025-05-23,UPS,48167.85,Overnight,Medium
f53a03e9-3906-470a-9906-a4d58f87742c,Nicolechester,Lake Anthonyborough,464.94,3519.6,Delayed,2024-09-27,,Royal Mail,28434.25,Express,Low
5b0c8cdc-210f-472f-84b7-b535aa065737,Nicoleberg,Lake Desireefort,528.54,4800.5,In Transit,2025-01-05,,FedEx,109648.56,Express,Low
8cc38dda-8fd2-4d3a-9ebe-ee3626d2d859,Floydmouth,Dylanport,906.04,2581.6,Delayed,2025-06-17,,FedEx,25401.26,Overnight,High
87d2d53b-906c-40ed-ab37-f66fc3e7ae60,Prattfort,Mooreside,464.12,568.6,Delivered,2024-10-28,2024-10-28,DHL,9681.79,Standard,High
de2c34d8-ef47-4e27-9f64-92cd749ce9fd,East Billyton,West Seanchester,790.11,3679.7,Delayed,2025-02-08,,DHL,131326.97,Standard,Medium
76580434-bf36-4c32-bc02-ace1038f0717,Port Jamieport,Stephenview,314.21,13928.4,In Transit,2025-01-25,,UPS,135524.49,Same Day,Medium
ea1e744b-afd3-4d37-a5a5-acc49282d516,Amyfort,West Jamesmouth,656.97,2807.5,Cancelled,2024-10-01,,FedEx,89100.25,Overnight,High
71f7bb48-2a56-425f-9dea-aaaf2b4de33d,Lake Danielle,East Sethmouth,404.01,4966.3,Delayed,2024-11-26,,Royal Mail,87354.56,Overnight,High
2f68b79f-d7e5-4a3f-a649-e2b77e1cdf03,Morganfurt,West Peterchester,374.62,3494.7,Cancelled,2025-01-08,,Royal Mail,65306.81,Standard,Low
71826f23-ae2b-41ea-b3ed-47958c079392,East Brianstad,Lake Thomas,699.56,4299.3,In Transit,2025-01-29,,DHL,56978.97,Overnight,Medium
be632e6a-3a94-45e5-9d14-50d3ee4db02b,East Edward,South Daisytown,425.34,919.8,Cancelled,2024-07-03,,UPS,11505.69,Same Day,Low
ef74cacb-813f-4444-9e1b-9fd0ba4f77fc,East Krystal,Port Cynthia,261.85,8166.8,In Transit,2025-03-07,,DHL,61976.11,Standard,Medium
6ffa2ad2-b5b1-49e2-ae6e-08b5fc14d3ce,North Jillianport,North Ernest,955.29,786.2,In Transit,2025-07-02,,Starlinks Express,33020.42,Standard,Medium
fa7d53af-739e-4818-9e55-8324f35e68f6,Jefferyside,Choibury,304.01,3748.0,Delivered,2024-08-07,2024-08-07,FedEx,31367.41,Overnight,High
27a56f8e-a2f2-4de5-9a26-19ceea1db90c,West Shawnchester,Allisonland,285.59,663.5,Cancelled,2025-04-19,,Royal Mail,8888.77,Overnight,High
57045ea0-64b9-43ac-832e-8be2a5d6c0f4,Carlport,New Jessica,424.41,6246.9,Delivered,2024-09-30,2024-09-30,FedEx,92139.99,Standard,High
edddc710-32a1-4ffb-a962-1b5fbe2c9ecd,South Walter,Joshuachester,942.77,3613.6,In Transit,2025-05-27,,FedEx,115947.01,Same Day,Medium
62f05055-4342-41af-8625-4f4982b45a2b,Karenhaven,South Marymouth,143.2,245.3,Cancelled,2024-08-21,,Royal Mail,352.19,Overnight,Medium
49f6872d-8aa0-4db3-b862-9fa63f3550b3,East Danielport,Robertstad,980.05,1422.2,In Transit,2025-04-25,,DHL,27578.21,Express,High
9d7859c9-c2ee-4678-b939-04bed90f71cd,Nunezville,Williamstad,84.62,14110.2,Delivered,2025-03-14,2025-03-14,Starlinks Express,21414.47,Standard,Low
744ca725-235d-4c68-9975-65c4b9da26df,Allenport,East Tricialand,397.73,14644.8,Delivered,2025-03-25,2025-03-25,Starlinks Express,119390.23,Standard,Low
9afcb7eb-f39e-4ac7-927c-58b46bc8f6c1,Johnbury,Deborahchester,569.44,12627.8,Cancelled,2025-03-23,,UPS,263340.66,Express,Low
c43e592e-ffd2-4515-a79c-d9d88098e920,Deniseburgh,New Matthewshire,913.64,2089.3,Delayed,2024-11-15,,FedEx,43202.58,Standard,High
2c6e3ed9-07f8-43b4-bdf0-3c5fcac30b26,North Elizabeth,Port Robin,824.08,3527.0,Delayed,2024-09-17,,Starlinks Express,65700.91,Standard,Low
2e54ae59-3d3c-4363-a7eb-ac35427791b3,East Regina,Peterchester,381.76,6184.1,In Transit,2025-01-30,,DHL,31472.72,Overnight,Low
6071ca9c-3184-48ec-ad14-323db70a3c81,Josephview,Port Keith,466.3,7608.9,Delayed,2025-01-12,,Royal Mail,141378.99,Standard,High
ac319f9b-bbde-45e4-920d-0f87982aef93,North Nicole,South Joemouth,360.8,4948.5,Delayed,2024-10-17,,DHL,46048.09,Same Day,High
f163037c-c68c-4711-9ddd-5bc8c8876319,South Rebecca,New Suzannefurt,550.06,12004.4,Cancelled,2024-07-14,,Royal Mail,103071.72,Overnight,Medium
7ed116ef-181f-44b9-b5a1-07707d098cb9,Chelseahaven,North Brenttown,425.63,4136.9,Cancelled,2024-07-29,,UPS,34565.03,Same Day,Medium
b3d16a57-232a-4bd1-9cb7-9ab906ce6148,Rochaburgh,Shirleymouth,646.63,6221.3,In Transit,2025-03-24,,FedEx,53170.98,Same Day,Low
6540e351-fcfe-409f-8861-9b900e475340,Dorisbury,Robinsonview,922.08,6877.6,In Transit,2025-05-17,,DHL,117013.47,Same Day,Medium
9432d8ba-01fa-4b2d-9df0-17c7f7449837,West Joseburgh,Hawkinsstad,152.15,5583.3,Delivered,2024-10-24,2024-10-24,DHL,38559.11,Overnight,High
8e2a097f-8dce-4a4f-8486-4dcc215bdbad,East Christineville,West Stacy,236.12,14973.1,Delivered,2025-02-16,2025-02-16,Starlinks Express,127214.37,Standard,High
88bee3af-689a-4ec1-b72f-9acc7eaa384e,Kimberlytown,South Catherinemouth,932.87,9636.8,Delivered,2025-02-11,2025-02-11,UPS,397381.26,Same Day,Low
b277920d-a9af-4868-9b7b-47eb3259f3bb,North Garystad,Port Elizabethfort,846.55,8854.0,Cancelled,2024-09-08,,FedEx,356460.18,Express,Medium
58729ff1-961a-4e33-aeee-ae6dd4dfc3a6,East Kylechester,South Roger,526.83,2816.0,Delayed,2024-12-19,,DHL,32554.17,Same Day,High
49749e8a-a176-4f26-8091-d276ec64f3e2,Keithmouth,Ronaldport,646.87,11292.0,Delayed,2024-10-04,,DHL,88533.93,Standard,Medium
4fdba69e-ef3a-42bc-b1b1-2f69fc1a0503,Whitebury,Ballardhaven,594.09,11501.6,Delivered,2025-06-19,2025-06-19,Starlinks Express,282162.77,Same Day,Medium
cd8b7ea8-9a55-4ea9-9039-032d534ae06f,Briannaland,Aaronton,414.11,9990.7,In Transit,2025-02-02,,Royal Mail,90038.93,Same Day,High
6cd3727d-8029-4578-8f08-dfea4fb06c48,Andrewmouth,Lake Deniseberg,107.04,11437.7,Cancelled,2024-12-09,,UPS,15506.93,Standard,High
2dcd0ec7-8e2b-460b-b5bb-a5aba74b224c,Lake Eric,Courtneyburgh,720.61,12334.2,Delayed,2025-03-02,,Starlinks Express,292977.77,Same Day,Low
a2b6853f-5858-4863-ac07-f05c3379a31b,Jillianburgh,Jocelynview,817.83,1201.4,Cancelled,2025-04-04,,DHL,42852.39,Same Day,Low
03d11a65-d847-4e5a-adf1-6bf105ac5ced,Williamsville,Adrianport,110.97,13125.1,Delivered,2024-10-15,2024-10-15,UPS,71479.96,Express,High
e20f0497-2767-4e60-a0be-04e4f21f18f9,North Danielletown,Mossfort,48.52,1448.1,Delivered,2025-06-23,2025-06-23,Starlinks Express,2318.93,Express,Low
fb53e0db-855a-4cf1-ac27-f668054f7829,East Deborah,Jeffreyfort,436.06,2705.2,In Transit,2025-04-30,,UPS,48353.93,Express,Medium
a85e4d59-242d-4756-84de-f3d69606dcc8,Madisonchester,West Margaret,229.48,8309.7,Delivered,2025-01-12,2025-01-12,FedEx,78284.62,Same Day,Low
7f1be06d-8bf5-4fb8-be01-9dd43d9dd839,Arellanofurt,Lake Timothy,660.51,12905.1,In Transit,2025-04-01,,Royal Mail,118626.43,Overnight,Low
50c2d839-c17b-4fee-8a52-1c3ed08ea318,New Michelletown,Matthewhaven,234.71,12012.3,Delayed,2024-08-09,,FedEx,75173.47,Overnight,Medium
e3bc116a-cab9-46e9-b735-34b6ba932fbe,Stoneview,East Andrea,2.27,5895.4,In Transit,2024-08-13,,DHL,149.3,Overnight,Medium
3fa363d7-ed33-474e-8e68-cf0eb7dd97be,Leefurt,North Mirandamouth,139.66,4394.8,Delivered,2025-04-02,2025-04-02,Royal Mail,29324.14,Express,High
ccc22c80-5a31-4a28-b51b-981706af43b8,Wagnerburgh,West Angelaton,693.68,10780.9,Cancelled,2025-01-15,,FedEx,209369.89,Overnight,High
cefe7582-8cc4-4d3f-9d9d-98a3b2309ce5,New Jeffery,Wolffurt,592.87,8595.2,In Transit,2024-09-11,,FedEx,105884.58,Express,Medium
6bef6787-5b92-4bca-924a-7d99a389ac5d,Brownburgh,New Brian,745.98,7870.7,Delayed,2024-10-20,,Starlinks Express,264890.88,Express,Medium
65bded2d-8c55-4cba-b45b-7beaf312862d,New John,New Scottstad,371.96,10609.2,In Transit,2024-10-21,,Starlinks Express,53590.53,Standard,High
9fb252a4-7a67-45c8-9dc7-ece48c36881c,Kathyfort,New Joseph,370.28,7998.6,Delivered,2025-02-06,2025-02-06,FedEx,134812.28,Express,Low
ec89715d-1c9c-4803-9663-596d34de829e,South Matthewmouth,Judybury,774.19,10288.4,Cancelled,2025-01-02,,Royal Mail,149528.28,Same Day,High
ca787b58-3f18-4cf1-a922-5c9ae377ec46,Smithville,New Amandaside,435.5,2040.6,Delivered,2024-08-23,2024-08-23,FedEx,22645.52,Express,High
9c28afe2-2e37-4d82-a503-250501412f10,Wrightview,North Patrick,450.04,9658.9,Delayed,2025-03-09,,Starlinks Express,106376.73,Standard,Medium
7b25ea81-12e1-4d78-a4d9-4d41fec5ddd1,East Howard,Lake Aaron,678.32,6012.8,Cancelled,2024-11-18,,UPS,85593.98,Same Day,Low
a30fd600-f59b-47e0-a618-31d4da60f0d8,Deannafurt,Lindaport,649.03,4506.4,Delayed,2024-10-05,,Starlinks Express,128722.23,Express,Medium
07da25d0-ac04-45f0-89ed-b9f266ee3804,Valdezfort,Lisamouth,292.9,7907.9,Delivered,2025-01-12,2025-01-12,DHL,86548.9,Overnight,Medium
77ec28ec-7ccf-406a-b104-32f1c919eeb3,South Eddiefort,East Stephanie,211.81,9392.1,Delayed,2024-12-07,,UPS,73433.94,Same Day,Medium
379514c6-2b16-435a-ac36-3d386100ae63,Kathrynfort,Rickyborough,149.83,4782.5,Cancelled,2024-07-28,,Starlinks Express,27596.35,Same Day,Medium
efd7e051-bac3-4223-ac7b-7db442c5cfad,Pamelaview,Martinezhaven,86.54,8166.0,Delayed,2025-06-26,,Royal Mail,11286.23,Same Day,Medium
